"spkid","full_name","epoch_mjd","a","e","i","om","w","ma"
3618405,"       (2012 WS3)",60800,1.111,0.2793,3.87,241.43,86.29,286.52
3618443,"       (2012 WL4)",60800,1.422,0.1384,31.18,217.55,130.52,181.49
3618492,"       (2012 WQ10)",60800,0.9416,0.1978,17.80,59.78,191.35,21.57
3618493,"       (2012 WR10)",60800,1.085,0.1116,0.31,224.09,146.99,43.35
3618494,"       (2012 WS10)",60800,1.068,0.2351,22.81,238.76,88.71,169.05
3618643,"       (2012 WB25)",60800,1.956,0.6315,8.69,53.88,137.59,147.27
3618644,"       (2012 WC25)",60800,2.605,0.5272,12.10,60.19,345.72,351.05
3618806,"       (2012 WM28)",60800,1.216,0.1664,9.93,66.57,15.63,89.35
3619156,"       (2012 WE33)",56264,1.287,0.2043,24.65,68.51,36.97,337.70
3619157,"       (2012 XA)",60800,1.37,0.2660,5.98,248.90,209.52,254.79
3619158,"       (2012 XB)",60800,1.198,0.1399,11.31,250.09,164.34,179.71
3619159,"       (2012 XC)",56265,1.862,0.5669,4.16,67.46,294.63,19.19
3619273,"       (2012 XG)",60800,1.176,0.2131,23.16,71.38,278.27,321.65
3619274,"       (2012 XH)",60800,1.656,0.4096,0.71,62.47,331.00,312.32
3619321,"       (2012 XN2)",56267,1.098,0.3722,34.33,246.21,63.76,75.85
3619322,"       (2012 XP2)",60800,1.766,0.4936,6.45,242.13,138.41,121.48
3619323,"       (2012 XQ2)",56267,1.48,0.3145,10.64,249.03,158.48,13.48
3619324,"       (2012 XR2)",56266,1.818,0.4109,25.84,258.75,209.16,348.09
3619342,"       (2012 XY6)",60800,2.009,0.4902,7.78,348.32,173.34,93.23
3619343,"       (2012 XZ6)",60800,1.941,0.4778,44.54,251.44,139.23,226.41
3619457,"       (2012 XG16)",60800,1.786,0.3594,12.48,67.21,9.29,67.07
3619458,"       (2012 XH16)",60800,1.632,0.3605,3.76,52.93,100.65,299.81
3619459,"       (2012 XJ16)",60800,1.011,0.1969,15.74,69.01,114.92,345.13
3619460,"       (2012 XK16)",60800,1.169,0.1883,23.39,254.96,110.28,345.56
3619461,"       (2012 XL16)",60800,0.9844,0.1784,3.15,258.75,59.08,347.64
3619462,"       (2012 XM16)",60800,2.369,0.6302,2.18,90.92,41.47,137.12
3619480,"       (2012 XE17)",60800,2.492,0.5531,16.28,52.50,25.52,47.78
3619481,"       (2012 XF17)",60800,2.272,0.4881,1.04,284.25,148.26,227.87
3619633,"       (2012 XE54)",60800,1.911,0.5589,8.02,258.97,234.20,235.51
3619724,"       (2012 XC55)",60800,2.177,0.4295,29.81,266.71,173.45,313.84
3619725,"       (2012 XD55)",60800,2.625,0.6472,22.92,262.32,123.65,342.51
3619726,"       (2012 XF55)",60800,1.276,0.2502,1.54,251.62,267.46,155.66
3619727,"       (2012 XG55)",60800,1.704,0.3267,4.29,244.73,212.66,194.29
3619728,"       (2012 XH55)",60800,1.972,0.7075,28.46,107.47,77.87,141.98
3619736,"       (2012 XJ55)",60800,1.936,0.4279,4.55,3.00,75.18,213.97
3619729,"       (2012 XK55)",60800,2.604,0.5646,5.56,255.17,184.45,334.62
3619730,"       (2012 XL55)",56270,1.716,0.6442,2.38,77.17,90.12,338.01
3619731,"       (2012 XM55)",60800,1.098,0.1307,1.08,66.45,68.99,240.59
3619732,"       (2012 XN55)",60800,0.7486,0.4539,29.08,256.28,15.00,200.40
3619733,"       (2012 XO55)",56271,1.996,0.5298,12.93,77.22,315.29,12.84
3619734,"       (2012 XP55)",56273,1.944,0.5977,2.80,80.24,77.01,339.61
3619735,"       (2012 XQ55)",60800,1.66,0.3854,8.22,262.41,182.84,283.71
3620467,"       (2012 XQ93)",60800,1.562,0.4037,10.49,103.07,274.40,151.54
3620468,"       (2012 XR93)",60800,2.483,0.5113,10.93,257.29,161.94,63.63
3620469,"       (2012 XS93)",60800,1.139,0.7351,21.88,289.24,326.98,337.50
3620470,"       (2012 XT93)",60800,2.326,0.5648,8.31,84.16,307.95,191.73
3620666,"       (2012 XO111)",60800,2.005,0.4981,4.27,328.02,189.89,100.81
3620667,"       (2012 XP111)",60800,1.719,0.3567,4.30,285.79,184.27,166.72
3620668,"       (2012 XQ111)",60800,2.408,0.5251,6.65,254.08,207.51,107.46
3620669,"       (2012 XR111)",60800,1.722,0.3883,10.17,77.45,352.59,179.21
3620670,"       (2012 XS111)",60800,0.7734,0.4996,7.62,62.15,192.04,274.19
3620671,"       (2012 XT111)",60800,2.087,0.6063,1.85,270.18,104.73,56.56
3620672,"       (2012 XB112)",60800,1.029,0.1447,1.32,76.89,88.87,251.04
3620673,"       (2012 XC112)",60800,2.435,0.5623,27.43,261.57,217.17,83.52
3620675,"       (2012 XE112)",60800,2.135,0.5090,6.98,258.64,233.25,333.60
3620676,"       (2012 XF112)",60800,3.229,0.6289,10.91,299.98,169.76,48.51
3620677,"       (2012 XH112)",60800,2.094,0.6159,4.00,83.18,59.01,18.50
3620678,"       (2012 XJ112)",60800,1.222,0.3697,2.44,256.82,102.53,103.40
3620679,"       (2012 XK112)",56276,1.435,0.3545,7.22,94.35,291.39,27.43
3620862,"       (2012 XZ132)",56273,1.296,0.3396,2.38,209.44,314.01,312.83
3620863,"       (2012 XA133)",60800,1.328,0.6977,4.06,225.55,78.00,89.52
3620864,"       (2012 XB133)",60800,1.633,0.4231,1.16,69.47,330.54,353.04
3620865,"       (2012 XC133)",60800,1.724,0.4065,27.70,253.13,254.75,140.46
3620866,"       (2012 XD133)",60800,1.485,0.2699,15.84,263.78,193.39,297.07
3620867,"       (2012 XE133)",60800,0.7232,0.4326,6.73,281.01,337.11,244.45
3620868,"       (2012 XF133)",60800,1.513,0.4127,8.03,285.87,71.65,279.37
3620869,"       (2012 XG133)",56275,2.82,0.6146,3.27,115.39,294.37,6.51
3620870,"       (2012 XH133)",56276,1.104,0.4843,2.09,219.49,104.21,62.93
3621018,"       (2012 XJ134)",60800,2.567,0.7376,2.47,237.02,124.50,16.47
3621019,"       (2012 XK134)",60800,1.193,0.2150,0.62,116.75,265.40,221.56
3621020,"       (2012 XL134)",56275,2.551,0.6305,0.57,256.31,215.00,354.64
3621021,"       (2012 XM134)",56280,3.327,0.6999,2.12,311.43,80.96,7.74
3621022,"       (2012 XN134)",60800,1.958,0.4916,5.35,83.85,351.44,184.98
3621023,"       (2012 XO134)",60800,0.9756,0.3781,1.42,124.17,199.50,25.27
3621024,"       (2012 XP134)",60800,1.207,0.3079,5.63,262.34,250.86,81.35
3621027,"       (2012 XT134)",60800,2.062,0.6627,60.15,281.06,53.68,99.70
3621568,"       (2012 XM145)",60800,0.8768,0.1966,26.21,249.42,345.13,233.43
3621604,"       (2012 YK)",60800,0.7588,0.3842,11.27,88.59,165.53,95.20
3621619,"       (2012 YN1)",60800,1.216,0.0873,26.99,89.35,21.33,67.03
3621620,"       (2012 YO1)",60800,1.824,0.4900,17.47,85.81,312.75,21.07
3621642,"       (2012 YR1)",60800,2.048,0.5285,2.50,81.15,342.31,85.58
3621643,"       (2012 YS1)",56282,1.844,0.6123,7.22,90.42,77.71,340.84
3621700,"       (2012 YO3)",60800,2.439,0.6725,3.60,30.96,351.45,100.77
3621701,"       (2012 YP3)",60800,1.501,0.3010,2.23,91.30,5.88,259.18
3621702,"       (2012 YQ3)",60800,2.791,0.6090,8.24,94.33,47.42,222.02
3621703,"       (2012 YR3)",56284,2.809,0.6630,8.56,91.63,329.74,5.01
3621772,"       (2012 YN6)",60800,2.123,0.5212,5.67,291.49,208.08,342.39
3621773,"       (2012 YP6)",60800,1.223,0.2186,22.28,273.87,72.57,128.07
3621805,"       (2012 YY6)",60800,1.525,0.6812,4.03,22.62,317.78,229.93
3621808,"       (2012 YD7)",60800,0.8793,0.2184,2.54,72.76,201.81,167.02
3621811,"       (2012 YH7)",60800,2.609,0.5065,28.60,89.74,283.18,14.11
3621812,"       (2012 YJ7)",60800,1.615,0.6257,4.01,307.11,255.15,339.67
3621813,"       (2012 YK7)",60800,1.912,0.5032,10.56,131.96,282.52,255.63
3621814,"       (2012 YL7)",60800,1.471,0.2756,2.39,152.49,325.20,316.38
3623672,"       (2012 YF8)",60800,1.865,0.6308,3.82,54.61,144.13,279.21
3623477,"       (2012 YJ8)",60800,2.447,0.4980,11.29,35.36,66.14,81.16
3621815,"       (2013 AC)",60800,1.682,0.4045,1.96,303.11,129.86,247.77
3623478,"       (2013 AB4)",56296,1.095,0.2855,5.49,102.42,95.48,298.48
3623479,"       (2013 AC4)",56296,1.413,0.6254,3.14,102.03,254.89,32.36
3623480,"       (2013 AD4)",60800,1.831,0.4892,11.05,284.32,217.05,339.51
3623481,"       (2013 AE4)",60800,2.775,0.7050,8.76,116.10,273.08,257.18
3623506,"       (2013 AF4)",60800,1.344,0.1885,7.89,96.30,86.51,270.26
3623482,"       (2013 AH11)",60800,2.275,0.5208,28.36,280.52,158.42,222.69
3623483,"       (2013 AJ11)",56300,1.576,0.3327,23.69,281.12,207.90,348.06
3623484,"       (2013 AK11)",60800,1.199,0.1193,17.86,281.06,120.42,188.44
3623485,"       (2013 AL11)",60800,1.459,0.2963,4.43,111.75,334.87,5.47
3623521,"       (2013 AK20)",60800,1.349,0.2230,17.83,108.50,296.94,351.38
3623522,"       (2013 AL20)",60800,2.4,0.5642,0.50,89.67,18.21,114.32
3623523,"       (2013 AM20)",60800,1.391,0.2265,9.17,106.34,338.11,199.48
3623524,"       (2013 AN20)",60800,1.465,0.3049,23.07,105.34,355.85,343.53
3623525,"       (2013 AO20)",60800,1.655,0.3529,26.02,279.49,177.30,286.77
3623526,"       (2013 AP20)",60800,1.626,0.3863,3.74,289.35,156.89,348.00
3623576,"       (2013 AO27)",60800,2.412,0.8787,4.41,138.64,189.52,115.35
3623577,"       (2013 AP27)",60800,2.388,0.4704,9.92,300.68,97.57,151.51
3623578,"       (2013 AQ27)",60800,1.645,0.3693,4.05,309.98,196.77,284.35
3623579,"       (2013 AR27)",56300,1.667,0.4513,22.95,101.48,87.30,326.11
3623580,"       (2013 AS27)",60800,1.105,0.2284,33.59,105.21,253.42,302.32
3623581,"       (2013 AT27)",60800,1.035,0.2083,5.70,292.48,76.78,328.23
3623582,"       (2013 AU27)",60800,1.437,0.2459,32.55,297.00,169.17,57.14
3623609,"       (2013 AA32)",60800,2.263,0.7352,6.13,0.45,21.12,241.63
3623610,"       (2013 AB32)",60800,2.285,0.5884,8.40,116.40,44.24,184.78
3623611,"       (2013 AC32)",56302,1.469,0.2514,36.16,291.29,179.78,359.54
3623612,"       (2013 AD32)",56302,1.975,0.6022,1.36,355.36,39.07,19.13
3623673,"       (2013 AX52)",60800,1.198,0.1222,32.60,289.10,356.66,322.50
3623675,"       (2013 AZ52)",60800,1.763,0.7613,17.43,307.63,16.93,142.65
3623678,"       (2013 AC53)",60800,1.549,0.3828,1.91,95.71,342.99,153.34
3623679,"       (2013 AD53)",60800,1.541,0.3514,13.75,294.56,110.96,188.99
3623680,"       (2013 AE53)",60800,1.743,0.4173,11.02,106.76,19.25,121.07
3623682,"       (2013 AF53)",60800,0.9926,0.1945,12.94,107.28,106.00,79.60
3623683,"       (2013 AG53)",60800,1.241,0.1755,5.77,102.98,345.45,344.68
3623684,"       (2013 AH53)",56304,1.586,0.4704,7.92,105.42,304.04,23.03
3623946,"       (2013 AM60)",60800,3.141,0.6243,28.75,147.61,327.07,77.25
3623947,"       (2013 AN60)",60800,1.894,0.5821,6.95,248.51,125.72,287.91
3623948,"       (2013 AO60)",60800,2.498,0.6482,8.19,71.16,348.25,50.69
3623950,"       (2013 AQ60)",60800,2.11,0.7108,4.02,25.03,195.23,339.80
3623951,"       (2013 AR60)",56303,2.457,0.5893,2.70,84.17,7.78,3.98
3623954,"       (2013 AX60)",60800,1.491,0.3849,24.40,86.07,284.98,318.85
3623996,"       (2013 AB65)",56306,1.811,0.7495,2.44,113.81,252.26,19.58
3623997,"       (2013 AE69)",60800,1.676,0.3232,8.87,5.51,104.53,244.06
3623998,"       (2013 AF69)",56307,0.9865,0.4094,28.54,116.51,220.48,96.80
3623999,"       (2013 AG69)",56308,1.468,0.5767,2.98,293.81,86.25,31.04
3624055,"       (2013 AP72)",60800,2.303,0.5751,2.03,292.45,204.55,184.37
3624056,"       (2013 AQ72)",60800,2.466,0.5567,8.70,290.95,202.53,59.75
3624058,"       (2013 AR72)",56305,1.424,0.3310,31.27,293.79,241.28,327.41
3624057,"       (2013 AS72)",60800,2.153,0.5314,8.81,118.38,7.18,317.48
3624059,"       (2013 AT72)",60800,0.6783,0.5356,15.02,118.15,167.80,216.06
3624075,"       (2013 AG76)",60800,2.353,0.6376,14.62,280.43,112.69,165.96
3624076,"       (2013 AH76)",56309,0.985,0.5465,4.55,347.19,353.77,73.77
3624132,"       (2013 AS76)",56309,1.215,0.1713,18.02,114.68,319.21,31.73
3624133,"       (2013 AT76)",60800,3.024,0.6219,36.52,305.06,206.39,111.16
3624134,"       (2013 AU76)",60800,2.805,0.7029,9.19,13.48,209.20,204.43
3624232,"       (2013 AJ91)",60800,2.535,0.9287,33.42,95.39,165.89,1.76
54423942,"       (2013 AG211)",60800,1.865,0.4115,8.34,108.35,327.87,316.34
3624233,"       (2013 BU2)",60800,1.177,0.1964,16.10,294.27,131.30,257.85
3624234,"       (2013 BV2)",60800,1.346,0.4191,5.69,121.91,272.96,352.37
3624235,"       (2013 BW2)",60800,1.956,0.5154,13.35,292.87,136.87,192.10
3624236,"       (2013 BX2)",56311,1.878,0.4337,6.46,307.30,227.24,338.74
3624237,"       (2013 BY2)",56308,1.596,0.4790,2.28,114.04,298.36,22.53
3624591,"       (2013 BP15)",60800,1.038,0.1426,15.87,299.18,320.08,91.69
3624592,"       (2013 BQ15)",56309,1.58,0.2419,26.79,296.57,152.29,16.61
3624593,"       (2013 BR15)",56308,1.554,0.5201,1.95,102.91,284.89,32.39
3624594,"       (2013 BS15)",56310,1.114,0.2212,10.04,114.19,102.94,286.97
3624595,"       (2013 BT15)",56309,1.739,0.4344,6.15,296.43,198.56,353.24
3624596,"       (2013 BU15)",56315,2.132,0.6521,2.21,319.43,247.13,342.42
3624597,"       (2013 BV15)",60800,1.494,0.3834,0.56,177.92,8.62,229.01
3624598,"       (2013 BW15)",60800,1.451,0.3311,4.22,117.60,303.62,39.64
3624741,"       (2013 BC18)",60800,2.754,0.7697,24.79,286.11,262.34,235.21
3624742,"       (2013 BD18)",60800,2.319,0.6640,17.27,285.05,251.72,156.90
3624744,"       (2013 BF18)",60800,2.834,0.7444,13.38,100.85,138.81,186.37
3624745,"       (2013 BG18)",56310,1.736,0.6046,9.71,107.20,238.68,59.59
3624746,"       (2013 BH18)",60800,1.772,0.2764,5.48,308.91,253.64,22.30
3624748,"       (2013 BL18)",56313,1.993,0.5921,7.52,295.11,120.86,16.12
3624749,"       (2013 BM18)",56310,1.671,0.4370,8.42,116.82,325.84,13.11
3624751,"       (2013 BN18)",60800,1.044,0.0561,16.25,300.25,238.33,136.10
3624752,"       (2013 BO18)",56311,2.455,0.5095,8.56,284.50,223.42,352.12
3624757,"       (2013 BP18)",60800,1.246,0.2248,20.64,294.57,147.34,323.11
3624753,"       (2013 BQ18)",56311,1.025,0.1478,26.50,117.27,89.04,288.45
3624754,"       (2013 BR18)",56308,1.646,0.3799,7.58,120.45,27.58,346.80
3624755,"       (2013 BS18)",60800,1.647,0.4913,4.46,300.94,91.13,329.74
3624756,"       (2013 BT18)",60800,0.7731,0.5648,1.84,161.70,117.41,266.14
3624900,"       (2013 BE27)",60800,1.504,0.3722,17.21,301.49,298.14,159.19
3624901,"       (2013 BF27)",60800,1.378,0.2299,9.83,290.50,253.52,165.29
3624902,"       (2013 BG27)",60800,1.62,0.2344,13.26,137.47,196.42,114.49
3624903,"       (2013 BH27)",56310,1.808,0.4459,3.19,117.79,16.89,354.22
3624904,"       (2013 BJ27)",56311,2.469,0.5441,24.72,114.81,11.60,358.46
3625068,"       (2013 BO27)",60800,1.16,0.5130,3.05,148.20,220.47,352.23
3625069,"       (2013 BP27)",56313,1.925,0.4594,22.44,300.72,209.07,350.51
3625070,"       (2013 BQ27)",56311,1.234,0.2411,23.87,122.20,281.88,50.26
3625071,"       (2013 BR27)",56321,1.552,0.4597,2.57,297.05,120.67,27.98
3625125,"       (2013 BO45)",60800,2.254,0.4518,5.00,255.11,165.27,252.26
3625126,"       (2013 BP45)",60800,1.504,0.6425,32.00,139.62,202.83,312.00
3625128,"       (2013 BR45)",60800,1.811,0.6903,4.63,153.56,204.58,60.05
3625129,"       (2013 BS45)",60800,0.9915,0.0838,0.77,83.40,150.76,50.20
3625130,"       (2013 BT45)",56318,1.119,0.3988,22.02,300.94,292.86,298.49
3625334,"       (2013 BB70)",60800,1.353,0.3020,15.22,115.72,316.11,318.45
3625335,"       (2013 BC70)",60800,1.308,0.4209,12.15,123.77,262.12,120.30
3625336,"       (2013 BD70)",60800,2.572,0.5676,4.39,287.91,228.27,346.45
3625596,"       (2013 BN73)",60800,2.578,0.5442,24.87,316.79,94.36,11.52
3625704,"       (2013 BA74)",60800,1.755,0.4445,5.22,310.54,203.42,85.92
3625708,"       (2013 BB74)",60800,1.077,0.1973,15.71,310.72,96.23,49.56
3625705,"       (2013 BC74)",60800,1.392,0.3303,19.16,310.11,124.03,197.33
3625706,"       (2013 BD74)",60800,1.827,0.4921,1.55,112.32,329.34,359.84
3625707,"       (2013 BE74)",60800,1.624,0.3192,8.34,314.61,175.06,333.59
3625729,"       (2013 BM76)",60800,1.564,0.8073,17.69,319.15,29.66,126.94
3626394,"       (2013 BO76)",60800,1.701,0.5200,1.95,242.17,4.96,125.70
3625730,"       (2013 CY)",60800,1.114,0.1341,0.78,302.53,149.63,183.12
3625731,"       (2013 CZ)",56327,1.386,0.2353,19.83,130.88,12.77,355.16
3625862,"       (2013 CX10)",56326,1.18,0.1987,23.87,135.37,263.97,71.61
3625863,"       (2013 CY10)",56327,2.229,0.4863,25.10,313.87,146.72,10.70
3625940,"       (2013 CL22)",60800,2.374,0.5970,5.33,134.03,334.99,130.90
3626028,"       (2013 CV32)",60800,1.785,0.7341,18.14,306.49,50.04,100.05
3626029,"       (2013 CW32)",60800,0.9047,0.3783,26.06,132.08,228.86,188.34
3626030,"       (2013 CX32)",56333,1.996,0.4907,9.32,317.09,162.22,6.47
3626031,"       (2013 CY32)",56330,2.031,0.8684,17.92,136.81,235.41,14.04
3626081,"       (2013 CM35)",56327,1.483,0.5600,4.33,151.52,231.63,43.43
3626082,"       (2013 CN35)",60800,1.549,0.3266,15.87,303.33,175.27,132.74
3626083,"       (2013 CO35)",56328,1.719,0.4800,8.47,317.37,117.98,21.04
3626084,"       (2013 CQ35)",60800,1.279,0.3155,9.05,340.98,38.68,263.94
3626085,"       (2013 CR35)",60800,1.639,0.4118,7.47,314.76,138.95,317.66
3626087,"       (2013 CW35)",60800,1.94,0.4127,5.87,339.16,198.40,177.70
3626240,"       (2013 CT36)",60800,2.465,0.8160,6.31,350.83,39.65,75.25
3626395,"       (2013 CE82)",60800,1.993,0.5765,4.36,319.45,242.40,107.85
3626397,"       (2013 CU82)",56341,2.486,0.7738,10.80,317.77,303.24,339.03
3626611,"       (2013 CS83)",60800,1.521,0.6249,9.88,337.78,273.04,149.28
3626612,"       (2013 CT83)",60800,2.442,0.5260,12.16,137.76,289.98,90.71
3626614,"       (2013 CV83)",60800,1.433,0.4530,4.56,339.28,87.21,73.87
3626615,"       (2013 CW83)",60800,1.075,0.2795,26.01,327.83,66.00,64.55
3626687,"       (2013 CW87)",60800,1.213,0.1229,6.14,315.48,172.66,69.92
3626688,"       (2013 CZ87)",60800,1.619,0.3882,6.33,328.28,200.59,326.35
3626689,"       (2013 CA88)",60800,1.453,0.2858,2.69,339.58,117.87,18.55
3626690,"       (2013 CB88)",56336,1.052,0.1480,31.91,147.32,226.82,114.87
3626732,"       (2013 CJ89)",60800,1.366,0.7139,40.26,134.25,200.13,328.06
3626730,"       (2013 CK89)",60800,2.341,0.5050,23.07,171.54,243.30,185.16
3626733,"       (2013 CL118)",60800,2.488,0.5812,5.54,117.06,96.15,7.58
3626734,"       (2013 CM118)",60800,1.393,0.2759,12.11,330.32,130.28,180.20
3626735,"       (2013 CN118)",56338,0.9304,0.3264,3.22,143.66,232.69,93.46
3627033,"       (2013 CN128)",60800,1.744,0.3201,27.47,342.36,256.16,56.34
3627004,"       (2013 CE129)",60800,1.344,0.3041,4.72,22.65,230.49,231.42
3627005,"       (2013 CF129)",56337,2.017,0.4987,4.74,139.80,5.72,0.01
3627006,"       (2013 CG129)",56344,1.389,0.2048,7.04,348.32,166.68,357.51
3627007,"       (2013 CH129)",56339,2.414,0.5400,8.02,144.36,31.00,353.23
3627008,"       (2013 CJ129)",56338,1.627,0.3894,10.30,329.42,125.62,23.14
3627009,"       (2013 CK129)",60800,2.392,0.6090,6.78,315.07,131.91,122.97
3627010,"       (2013 CL129)",60800,1.106,0.2136,2.72,140.69,290.79,232.99
3627011,"       (2013 CM129)",60800,2.356,0.6518,12.60,27.21,2.43,170.31
3627012,"       (2013 CN129)",60800,0.9557,0.4011,34.59,148.97,199.39,168.88
3627055,"       (2013 CV129)",56340,1.743,0.3799,3.01,342.44,143.58,10.10
3627056,"       (2013 CW129)",56338,1.197,0.5182,0.86,341.74,271.10,314.82
3627057,"       (2013 CX129)",60800,2.211,0.4185,22.31,161.45,312.65,273.79
3627058,"       (2013 CY129)",56339,1.646,0.3223,24.16,150.50,354.52,2.07
3627103,"       (2013 CZ133)",60800,1.629,0.2953,4.00,342.90,168.84,313.01
3629112,"       (2013 CN222)",60800,3.179,0.6761,9.10,149.42,115.89,29.49
54458193,"       (2013 CR267)",56327,1.167,0.4335,20.21,347.95,339.80,213.68
3627013,"       (2013 DA)",56341,1.416,0.3159,20.78,146.22,313.06,25.36
3627014,"       (2013 DB)",60800,1.126,0.1195,10.75,147.38,336.89,97.24
3627059,"       (2013 DF)",60800,0.8646,0.4425,4.20,329.57,322.00,324.82
3627060,"       (2013 DG)",60800,1.424,0.3145,6.48,147.95,64.40,32.00
3627104,"       (2013 DT)",56339,1.277,0.5681,20.18,327.25,66.70,43.77
3627105,"       (2013 DU)",60800,1.754,0.4269,5.12,133.11,357.00,96.36
3627106,"       (2013 DX)",56341,1.975,0.4463,2.63,151.80,351.60,1.10
3627107,"       (2013 DY)",56344,1.369,0.2316,10.68,331.74,162.75,10.59
3627108,"       (2013 DZ)",60800,2.367,0.5024,2.35,251.27,285.70,114.23
3627109,"       (2013 DA1)",60800,1.168,0.1365,1.89,142.44,348.42,255.32
3627110,"       (2013 DB1)",60800,1.691,0.3639,5.60,143.92,3.65,198.41
3627111,"       (2013 DC1)",56342,1.743,0.4754,9.76,140.02,315.37,19.26
3627112,"       (2013 DG1)",56342,1.914,0.4969,11.37,330.58,216.93,348.48
3627115,"       (2013 DL1)",60800,0.8392,0.7201,26.47,141.98,185.79,105.19
3627116,"       (2013 DM1)",60800,1.479,0.2598,52.96,336.65,195.08,276.53
3627117,"       (2013 DP1)",60800,2.496,0.6664,6.80,327.59,128.56,40.57
3627425,"       (2013 DQ9)",60800,1.582,0.2277,30.02,331.42,11.93,201.69
3627426,"       (2013 DR9)",60800,3.301,0.6309,33.82,350.44,248.81,348.95
3627427,"       (2013 DS9)",56343,2.064,0.5137,1.89,141.48,25.49,355.52
3628123,"       (2013 DA15)",60800,1.711,0.3746,31.58,159.93,254.52,217.00
3629083,"       (2013 EA)",60800,2.258,0.5316,9.67,174.67,359.30,204.01
3629084,"       (2013 EB)",60800,1.981,0.5896,1.28,154.47,306.38,145.92
3629085,"       (2013 EC)",56354,2.16,0.6966,6.03,342.37,261.34,345.67
3629113,"       (2013 EP)",56354,1.37,0.2146,15.97,341.87,174.50,3.61
3629114,"       (2013 EQ)",56360,2.333,0.5344,4.26,341.78,181.75,0.19
3629115,"       (2013 ER)",60800,1.848,0.4431,4.69,339.88,183.08,305.38
3629116,"       (2013 ES)",56359,2.748,0.6319,3.70,169.99,342.03,2.91
3630270,"       (2013 EO4)",60800,1.47,0.1483,11.27,158.71,346.67,310.99
3630273,"       (2013 EP4)",56356,1.804,0.4675,7.50,161.59,319.59,14.05
3630271,"       (2013 EQ4)",60800,2.286,0.5600,6.68,158.01,41.72,175.22
3630272,"       (2013 ER4)",56357,1.172,0.2983,7.43,336.55,92.00,61.01
3630636,"       (2013 ES9)",60800,1.561,0.2092,23.96,340.81,163.93,97.95
3630815,"       (2013 ES11)",60800,1.203,0.3396,0.37,69.54,192.31,24.27
3630816,"       (2013 ET11)",56358,2.893,0.6754,1.35,198.92,14.13,352.77
3630817,"       (2013 EC20)",60800,1.113,0.1210,1.31,165.35,33.95,107.74
3631789,"       (2013 EN20)",56359,1.574,0.3907,2.07,166.66,32.87,346.52
3631790,"       (2013 EO20)",60800,1.279,0.1897,13.90,165.08,62.05,102.27
3631820,"       (2013 EV27)",56360,1.981,0.5688,4.25,340.54,126.90,16.05
3631821,"       (2013 EW27)",60800,2.462,0.5928,24.12,302.09,205.73,53.01
